chr10	160000	28880000
chr10	28880000	35400000
chr10	35400000	38680000
chr10	38680000	41720000
chr10	41720000	41880000
chr10	41880000	42120000
chr10	42120000	45480000
chr10	45480000	46360000
chr10	46360000	50720000
chr10	50720000	51280000
chr10	51280000	51680000
chr10	51680000	69280000
chr10	69280000	75200000
chr10	75200000	80920000
chr10	80920000	81640000
chr10	81640000	88880000
chr10	88880000	88960000
chr10	88960000	89240000
chr10	89240000	96320000
chr10	96320000	102760000
chr10	102760000	105440000
chr10	105440000	135240000
chr10	135240000	135400000
